origin,suite,case,status,seconds,message
Shared@4f36969b,com.ugreen.core.util.crypto.AesUtilsVectorsTest,gcm_nist_case2[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.AesUtilsVectorsTest,aes128_ecb_nist_block[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.AesUtilsVectorsTest,gcm_nist_empty_plaintext[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.AssetEncryptorTest,isEncryptedFileName_detectsUgencExtension[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.AssetEncryptorTest,encryptAndDecrypt_roundTrip[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.CrcTest,crc32_matchesIso3309[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.CrcTest,crc16_emptyUsesInitialValue[jvm],passed,0.001,
Shared@4f36969b,com.ugreen.core.util.crypto.CrcTest,crc16_modbus_matchesTableAndBitwise[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.CrcTest,crc16_ibm[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.Md5Test,empty_string[jvm],passed,0.001,
Shared@4f36969b,com.ugreen.core.util.crypto.Md5Test,hello[jvm],passed,0.0,
Shared@4f36969b,com.ugreen.core.util.crypto.Md5Test,bytes_and_object_api[jvm],passed,0.0,
